"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 30 12:02:16 GMT 2025","Sun Mar 30 12:02:16 GMT 2025","120","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByNameWithLeadingSpaceTest","User should be able to find a project by name that starts with a space",""
"failed","Sun Mar 30 12:02:00 GMT 2025","Sun Mar 30 12:02:00 GMT 2025","62","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
"passed","Sun Mar 30 12:01:58 GMT 2025","Sun Mar 30 12:01:59 GMT 2025","857","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithExistingIdTest","User should not be able to create a Project with an existing ID",""
"passed","Sun Mar 30 12:02:13 GMT 2025","Sun Mar 30 12:02:15 GMT 2025","1791","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindDeeplyNestedProjectByNameTest","User should be able to find a project by name when it's deeply nested in hierarchy",""
"passed","Sun Mar 30 12:02:07 GMT 2025","Sun Mar 30 12:02:07 GMT 2025","41","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithSQLInjectionTest","User should be able to create a Project with an SQL injection payload in name (payload stored as text)",""
"passed","Sun Mar 30 12:02:18 GMT 2025","Sun Mar 30 12:02:18 GMT 2025","156","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldGetEmptyListWithCountAndStartTest","User should get an empty list when using count=0 and start=0",""
"passed","Sun Mar 30 12:02:07 GMT 2025","Sun Mar 30 12:02:07 GMT 2025","51","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithSpacesInNameTest","User should be able to create a Project with spaces in the middle of the name",""
"failed","Sun Mar 30 12:01:52 GMT 2025","Sun Mar 30 12:01:52 GMT 2025","81","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Sun Mar 30 12:02:18 GMT 2025","Sun Mar 30 12:02:18 GMT 2025","190","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldGetAllProjectsWhenCountExceedsTotalTest","User should get all projects when count exceeds total",""
"passed","Sun Mar 30 12:02:06 GMT 2025","Sun Mar 30 12:02:06 GMT 2025","45","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithMandatoryFieldsOnlyTest","User should be able to create a project with the minimum required fields under Root project",""
"passed","Sun Mar 30 12:01:59 GMT 2025","Sun Mar 30 12:01:59 GMT 2025","127","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithExistingNameTest","User should not be able to create a Project with an existing name",""
"passed","Sun Mar 30 12:02:02 GMT 2025","Sun Mar 30 12:02:02 GMT 2025","55","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithoutAuthTest","User should not be able to create a project without authentication",""
"failed","Sun Mar 30 12:01:55 GMT 2025","Sun Mar 30 12:01:55 GMT 2025","56","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Sun Mar 30 12:01:55 GMT 2025","Sun Mar 30 12:01:55 GMT 2025","81","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"passed","Sun Mar 30 12:02:07 GMT 2025","Sun Mar 30 12:02:07 GMT 2025","40","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithOneCharacterIdTest","User should be able to create a Project with an ID of length 1",""
"passed","Sun Mar 30 12:02:15 GMT 2025","Sun Mar 30 12:02:15 GMT 2025","123","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByDigitsOnlyNameTest","User should be able to find a project by a name consisting only of digits",""
