"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 31 20:19:28 GMT 2025","Mon Mar 31 20:19:28 GMT 2025","89","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
"passed","Mon Mar 31 20:19:43 GMT 2025","Mon Mar 31 20:19:43 GMT 2025","105","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByDigitsOnlyNameTest","User should be able to find a project by a name consisting only of digits",""
"failed","Mon Mar 31 20:19:29 GMT 2025","Mon Mar 31 20:19:29 GMT 2025","37","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithSpaceAsNameTest","User should not be able to create a Project with a space as name",""
"passed","Mon Mar 31 20:19:34 GMT 2025","Mon Mar 31 20:19:34 GMT 2025","50","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithSQLInjectionTest","User should be able to create a Project with an SQL injection payload in name (payload stored as text)",""
"failed","Mon Mar 31 20:19:23 GMT 2025","Mon Mar 31 20:19:23 GMT 2025","83","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 20:19:23 GMT 2025","Mon Mar 31 20:19:23 GMT 2025","47","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 20:19:29 GMT 2025","Mon Mar 31 20:19:29 GMT 2025","58","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
"failed","Mon Mar 31 20:19:28 GMT 2025","Mon Mar 31 20:19:28 GMT 2025","68","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
"passed","Mon Mar 31 20:19:25 GMT 2025","Mon Mar 31 20:19:25 GMT 2025","128","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEmptyNameTest","User should not be able to create Project with empty name",""
"failed","Mon Mar 31 20:19:47 GMT 2025","Mon Mar 31 20:19:47 GMT 2025","22","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create Build Type",""
"failed","Mon Mar 31 20:19:24 GMT 2025","Mon Mar 31 20:19:24 GMT 2025","123","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 20:19:46 GMT 2025","Mon Mar 31 20:19:46 GMT 2025","49","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldGetValidationErrorForNegativePaginationTest","User should get validation error for negative pagination parameters",""
"passed","Mon Mar 31 20:19:28 GMT 2025","Mon Mar 31 20:19:28 GMT 2025","44","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonExistentParentProjectTest","User should not be able to create a Project with a non-existent parentProject locator",""
"failed","Mon Mar 31 20:19:24 GMT 2025","Mon Mar 31 20:19:24 GMT 2025","112","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"passed","Mon Mar 31 20:19:46 GMT 2025","Mon Mar 31 20:19:46 GMT 2025","144","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldNotBeAbleToFindProjectByNameWithDifferentLetterCaseTest","User should not be able to find a project by name with different letter case",""
"passed","Mon Mar 31 20:19:45 GMT 2025","Mon Mar 31 20:19:45 GMT 2025","120","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToSearchProjectByMaxLengthNameTest","User should be able to search for a project with the maximum allowed name length",""
"passed","Mon Mar 31 20:19:39 GMT 2025","Mon Mar 31 20:19:40 GMT 2025","205","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userWithRestrictedRoleCannotCreateRegularProjectTest","User with restricted role should not be able to create a regular project",""
"failed","Mon Mar 31 20:19:30 GMT 2025","Mon Mar 31 20:19:30 GMT 2025","33","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithTooLongIdTest","User should not be able to create a Project with an ID longer than 225 characters",""
"passed","Mon Mar 31 20:19:44 GMT 2025","Mon Mar 31 20:19:44 GMT 2025","104","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByNameWithSpecialCharactersTest","User should be able to find a project by name containing special characters",""
"failed","Mon Mar 31 20:19:25 GMT 2025","Mon Mar 31 20:19:25 GMT 2025","107","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEmptyIdStringTest","User should not be able to create a Project with an empty ID String",""
"failed","Mon Mar 31 20:19:29 GMT 2025","Mon Mar 31 20:19:29 GMT 2025","39","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithSpacesInIdTest","User should not be able to create a Project with spaces in the middle of the ID",""
"passed","Mon Mar 31 20:19:44 GMT 2025","Mon Mar 31 20:19:44 GMT 2025","110","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByMultiWordNameTest","User should be able to find a project by its name containing multiple words",""
"passed","Mon Mar 31 20:19:35 GMT 2025","Mon Mar 31 20:19:37 GMT 2025","1671","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesSiblingProjectsTest","User should be able to create 20 sibling projects",""
"passed","Mon Mar 31 20:19:32 GMT 2025","Mon Mar 31 20:19:33 GMT 2025","265","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithCopyAllAssociatedSettingsFalseTest","User should be able to create a Project with copyAllAssociatedSettings set to false and verify fields are NOT copied",""
"failed","Mon Mar 31 20:19:20 GMT 2025","Mon Mar 31 20:19:20 GMT 2025","162","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"passed","Mon Mar 31 20:19:47 GMT 2025","Mon Mar 31 20:19:47 GMT 2025","82","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldNotBeAbleToFindProjectUsingXssInjectionInNameTest","User should not be able to find a project using XSS injection in name",""
"passed","Mon Mar 31 20:19:32 GMT 2025","Mon Mar 31 20:19:32 GMT 2025","44","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWith500LengthNameTest","User should be able to create a Project with a name of 500 characters",""
"passed","Mon Mar 31 20:19:34 GMT 2025","Mon Mar 31 20:19:34 GMT 2025","76","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithOneCharacterNameTest","User should be able to create a Project with a name of length 1",""
"passed","Mon Mar 31 20:19:34 GMT 2025","Mon Mar 31 20:19:34 GMT 2025","43","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithOneCharacterIdTest","User should be able to create a Project with an ID of length 1",""
"failed","Mon Mar 31 20:19:25 GMT 2025","Mon Mar 31 20:19:25 GMT 2025","86","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
