"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 31 06:20:45 GMT 2025","Mon Mar 31 06:20:45 GMT 2025","45","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonExistentParentProjectTest","User should not be able to create a Project with a non-existent parentProject locator",""
"failed","Mon Mar 31 06:20:40 GMT 2025","Mon Mar 31 06:20:40 GMT 2025","78","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"passed","Mon Mar 31 06:21:02 GMT 2025","Mon Mar 31 06:21:02 GMT 2025","73","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldNotBeAbleToFindProjectUsingXssInjectionInNameTest","User should not be able to find a project using XSS injection in name",""
"broken","Mon Mar 31 06:20:55 GMT 2025","Mon Mar 31 06:20:57 GMT 2025","2184","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindDeeplyNestedProjectByNameTest","User should be able to find a project by name when it's deeply nested in hierarchy",""
"failed","Mon Mar 31 06:20:41 GMT 2025","Mon Mar 31 06:20:41 GMT 2025","43","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 06:20:46 GMT 2025","Mon Mar 31 06:20:46 GMT 2025","41","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
"failed","Mon Mar 31 06:20:53 GMT 2025","Mon Mar 31 06:20:53 GMT 2025","131","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userWithAllowedRoleCanCreateProjectTest","userWithAllowedRoleCanCreateProjectTest",""
"broken","Mon Mar 31 06:21:00 GMT 2025","Mon Mar 31 06:21:00 GMT 2025","268","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindTwoProjectsWithCountAndStartTest","User should be able to find exactly 2 projects when using count=2 and start=0",""
"failed","Mon Mar 31 06:20:47 GMT 2025","Mon Mar 31 06:20:47 GMT 2025","40","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithSpaceAsNameTest","User should not be able to create a Project with a space as name",""
"failed","Mon Mar 31 06:20:41 GMT 2025","Mon Mar 31 06:20:41 GMT 2025","40","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
