"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 31 19:13:01 GMT 2025","Mon Mar 31 19:13:03 GMT 2025","1536","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesNestedProjectsTest","User should be able to create nested projects",""
"passed","Mon Mar 31 19:13:01 GMT 2025","Mon Mar 31 19:13:01 GMT 2025","88","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithoutAuthTest","User should not be able to create a project without authentication",""
"passed","Mon Mar 31 19:13:15 GMT 2025","Mon Mar 31 19:13:15 GMT 2025","150","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToSearchProjectByMaxLengthNameTest","User should be able to search for a project with the maximum allowed name length",""
"failed","Mon Mar 31 19:12:56 GMT 2025","Mon Mar 31 19:12:56 GMT 2025","64","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 19:13:16 GMT 2025","Mon Mar 31 19:13:16 GMT 2025","18","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create Build Type",""
"passed","Mon Mar 31 19:12:57 GMT 2025","Mon Mar 31 19:12:57 GMT 2025","42","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEmptyNameTest","User should not be able to create Project with empty name",""
"passed","Mon Mar 31 19:13:05 GMT 2025","Mon Mar 31 19:13:05 GMT 2025","32","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithOneCharacterNameTest","User should be able to create a Project with a name of length 1",""
"failed","Mon Mar 31 19:12:55 GMT 2025","Mon Mar 31 19:12:55 GMT 2025","74","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"passed","Mon Mar 31 19:13:09 GMT 2025","Mon Mar 31 19:13:09 GMT 2025","201","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userWithRestrictedRoleCannotCreateNestedProjectTest","User with restricted role should not be able to create a nested project",""
"failed","Mon Mar 31 19:13:01 GMT 2025","Mon Mar 31 19:13:01 GMT 2025","30","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithSpacesInIdTest","User should not be able to create a Project with spaces in the middle of the ID",""
"failed","Mon Mar 31 19:13:00 GMT 2025","Mon Mar 31 19:13:00 GMT 2025","72","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
"passed","Mon Mar 31 19:12:59 GMT 2025","Mon Mar 31 19:12:59 GMT 2025","156","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithExistingNameTest","User should not be able to create a Project with an existing name",""
"failed","Mon Mar 31 19:12:56 GMT 2025","Mon Mar 31 19:12:57 GMT 2025","64","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEmptyIdTest","User should not be able to create Project with empty id",""
"passed","Mon Mar 31 19:12:57 GMT 2025","Mon Mar 31 19:12:57 GMT 2025","145","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEmptyParentProjectLocatorTest","User should not be able to create a Project if parent project locator is empty",""
"failed","Mon Mar 31 19:13:00 GMT 2025","Mon Mar 31 19:13:00 GMT 2025","40","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
"passed","Mon Mar 31 19:13:13 GMT 2025","Mon Mar 31 19:13:13 GMT 2025","132","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByDigitsOnlyNameTest","User should be able to find a project by a name consisting only of digits",""
"passed","Mon Mar 31 19:13:00 GMT 2025","Mon Mar 31 19:13:01 GMT 2025","45","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithSameParentIdTest","User should not be able to create a Project with the same ID as its parent ID",""
"passed","Mon Mar 31 19:13:06 GMT 2025","Mon Mar 31 19:13:06 GMT 2025","44","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithXSSInNameTest","User should be able to create a Project with an XSS payload in name (payload stored as text)",""
"passed","Mon Mar 31 19:13:13 GMT 2025","Mon Mar 31 19:13:14 GMT 2025","124","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByNameTest","User should be able to find a project by its exact name",""
"passed","Mon Mar 31 19:13:14 GMT 2025","Mon Mar 31 19:13:14 GMT 2025","114","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByNameWithSpecialCharactersTest","User should be able to find a project by name containing special characters",""
"passed","Mon Mar 31 19:13:14 GMT 2025","Mon Mar 31 19:13:14 GMT 2025","122","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByNameWithTrailingSpaceTest","User should be able to find a project by name that includes a trailing space",""
"passed","Mon Mar 31 19:13:15 GMT 2025","Mon Mar 31 19:13:15 GMT 2025","122","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldNotBeAbleToFindProjectByEmptyNameTest","User should not be able to find a project using empty name as a search parameter",""
"passed","Mon Mar 31 19:13:13 GMT 2025","Mon Mar 31 19:13:13 GMT 2025","116","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByMultiWordNameTest","User should be able to find a project by its name containing multiple words",""
"failed","Mon Mar 31 19:12:54 GMT 2025","Mon Mar 31 19:12:54 GMT 2025","53","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 19:13:01 GMT 2025","Mon Mar 31 19:13:01 GMT 2025","77","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithTooLongIdTest","User should not be able to create a Project with an ID longer than 225 characters",""
"passed","Mon Mar 31 19:13:04 GMT 2025","Mon Mar 31 19:13:04 GMT 2025","38","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithDigitsOnlyNameTest","User should be able to create a Project with a name consisting only of digits",""
"failed","Mon Mar 31 19:13:00 GMT 2025","Mon Mar 31 19:13:00 GMT 2025","51","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
