"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Mar 31 19:40:17 GMT 2025","Mon Mar 31 19:40:17 GMT 2025","53","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"passed","Mon Mar 31 19:40:27 GMT 2025","Mon Mar 31 19:40:27 GMT 2025","38","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCreatesProjectWithSpacesInNameTest","User should be able to create a Project with spaces in the middle of the name",""
"passed","Mon Mar 31 19:40:30 GMT 2025","Mon Mar 31 19:40:31 GMT 2025","145","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userWithRestrictedRoleCannotCreateNestedProjectTest","User with restricted role should not be able to create a nested project",""
"passed","Mon Mar 31 19:40:35 GMT 2025","Mon Mar 31 19:40:35 GMT 2025","138","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByNameTest","User should be able to find a project by its exact name",""
"passed","Mon Mar 31 19:40:38 GMT 2025","Mon Mar 31 19:40:38 GMT 2025","105","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldNotBeAbleToFindProjectUsingXssInjectionInNameTest","User should not be able to find a project using XSS injection in name",""
"failed","Mon Mar 31 19:40:15 GMT 2025","Mon Mar 31 19:40:15 GMT 2025","94","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 19:40:17 GMT 2025","Mon Mar 31 19:40:17 GMT 2025","59","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEachSpecialCharacterInIdTest","User should not be able to create a Project with special characters in ID",""
"failed","Mon Mar 31 19:40:18 GMT 2025","Mon Mar 31 19:40:18 GMT 2025","40","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithEmptyIdTest","User should not be able to create Project with empty id",""
"passed","Mon Mar 31 19:40:22 GMT 2025","Mon Mar 31 19:40:22 GMT 2025","31","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithSameParentIdTest","User should not be able to create a Project with the same ID as its parent ID",""
"passed","Mon Mar 31 19:40:35 GMT 2025","Mon Mar 31 19:40:35 GMT 2025","135","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldBeAbleToFindProjectByNameWithLeadingSpaceTest","User should be able to find a project by name that starts with a space",""
"passed","Mon Mar 31 19:40:36 GMT 2025","Mon Mar 31 19:40:37 GMT 2025","164","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldGetEmptyListWithCountAndStartTest","User should get an empty list when using count=0 and start=0",""
"failed","Mon Mar 31 19:40:22 GMT 2025","Mon Mar 31 19:40:22 GMT 2025","46","Surefire suite","Surefire test","com.example.teamcity.api.ProjectCrudTest","com.example.teamcity.api.ProjectCrudTest","userCannotCreateProjectWithNonLatinIdTest","User should not be able to create a Project with a non-Latin ID",""
